time;PV1;PV3;PV4;PV5;PV6;PV7;PV8;WP4;WP7;BM1;BM2;BM3;Hydro2
01.01.2016 04:30;0;0;0;0;0;0;0;0.989874;0.989416;0.665392;0.629306;0.568728;0.375918
01.01.2016 04:45;0;0;0;0;0;0;0;0.989265;0.989967;0.662905;0.626616;0.567264;0.376652
01.01.2016 05:00;0;0;0;0;0;0;0;0.988655;0.990518;0.660418;0.623926;0.565799;0.375184
01.01.2016 05:15;0;0;0;0;0;0;0;0.989279;0.988799;0.659707;0.616072;0.564289;0.370778
01.01.2016 05:30;0;0;0;0;0;0;0;0.989902;0.987079;0.658995;0.608218;0.562779;0.30837
01.01.2016 05:45;0;0;0;0;0;0;0;0.990525;0.98536;0.658283;0.600364;0.561269;0.228341
01.01.2016 06:00;0;0;0;0;0;0;0;0.991149;0.98364;0.657571;0.59251;0.559759;0.295888
01.01.2016 06:15;0;0;0;0;0;0;0;0.990621;0.985304;0.654598;0.584306;0.556717;0.248899
01.01.2016 06:30;0;0;0;0;0;0;0;0.990093;0.986968;0.651625;0.576101;0.553674;0.162996
01.01.2016 06:45;0;0;0;0;0;0;0;0.989565;0.988632;0.648651;0.567896;0.550632;0.187959
01.01.2016 07:00;0;0;0;0;0;0;0;0.989037;0.990296;0.645678;0.559691;0.54759;0.228341
01.01.2016 07:15;0;0;0;0;0;0;0;0.989251;0.9904;0.642949;0.561863;0.552156;0.315712
01.01.2016 07:30;0;0;0;0;0;0;0;0.989465;0.990504;0.64022;0.564035;0.556722;0.309104
01.01.2016 07:45;0;0;0;0;0;0;0;0.989679;0.990608;0.637491;0.566208;0.561287;0.242291
01.01.2016 08:00;0;0;0;0;0;0;0;0.989893;0.990712;0.634762;0.56838;0.565853;0.228341
01.01.2016 08:15;0;0;0;0;0;0;0;0.989517;0.987967;0.633681;0.57474;0.570698;0.229075
01.01.2016 08:30;0;0;0;0;0;0;0;0.989141;0.985221;0.632601;0.5811;0.575543;0.225404
01.01.2016 08:45;0;0;0;0;0;0;0;0.988765;0.982475;0.63152;0.587461;0.580387;0.237151
01.01.2016 09:00;0;0;0;0;0;0;0;0.988389;0.979729;0.630439;0.593821;0.585232;0.226872
01.01.2016 09:15;0;0;0;0;0;0;0;0.988615;0.98251;0.634473;0.599005;0.589004;0.254038
01.01.2016 09:30;0;0;0;0;0;0;0;0.988842;0.985292;0.638506;0.60419;0.592777;0.284141
01.01.2016 09:45;0;0;0;0;0;0;0;0.989069;0.988073;0.642539;0.609374;0.59655;0.228341
01.01.2016 10:00;0;0;0;0;0;0;0;0.989295;0.990855;0.646573;0.614558;0.600322;0.214391
01.01.2016 10:15;0;0;0;0;0;0;0;0.987399;0.988874;0.646325;0.615013;0.601891;0.220264
01.01.2016 10:30;0;0;0;0;0;0;0;0.985503;0.986894;0.646078;0.615469;0.60346;0.234949
01.01.2016 10:45;0;0;0;0;0;0;0;0.983607;0.984914;0.64583;0.615924;0.605029;0.231278
01.01.2016 11:00;0;0;0;0;0;0;0;0.98171;0.982933;0.645583;0.616379;0.606597;0.216593
01.01.2016 11:15;0;0;0;0;0;0;0;0.969228;0.960135;0.646883;0.616041;0.607038;0.203377
01.01.2016 11:30;0;0;0;0;0;0;0;0.956745;0.937336;0.648183;0.615702;0.607479;0.278267
01.01.2016 11:45;0;0;0;0;0;0;0;0.944262;0.914537;0.649483;0.615364;0.60792;0.259912
01.01.2016 12:00;0;0;0;0;0;0;0;0.93178;0.891739;0.650783;0.615025;0.60836;0.229809
01.01.2016 12:15;0;0;0;0;0;0;0;0.909058;0.883453;0.652493;0.615194;0.611613;0.323789
01.01.2016 12:30;0;0;0;0;0;0;0;0.886337;0.875167;0.654203;0.615362;0.614865;0.332599
01.01.2016 12:45;0;0;0;0;0;0;0;0.863616;0.866882;0.655913;0.61553;0.618117;0.263583
01.01.2016 13:00;0;0;0;0;0;0;0;0.840894;0.858596;0.657623;0.615698;0.62137;0.406755
01.01.2016 13:15;0;0;0;0;0;0;0;0.820098;0.837825;0.655334;0.614241;0.620677;0.410426
01.01.2016 13:30;0;0;0;0;0;0;0;0.799302;0.817054;0.653045;0.612785;0.619984;0.379589
01.01.2016 13:45;0;0;0;0;0;0;0;0.778506;0.796283;0.650756;0.611328;0.619291;0.295888
01.01.2016 14:00;0;0;0;0;0;0;0;0.75771;0.775513;0.648467;0.609871;0.618598;0.268722
01.01.2016 14:15;0;0;0;0;0;0;0;0.744722;0.761001;0.650573;0.61114;0.618662;0.329662
01.01.2016 14:30;0;0;0;0;0;0;0;0.731734;0.746489;0.652678;0.612408;0.618725;0.328194
01.01.2016 14:45;0;0;0;0;0;0;0;0.718746;0.731978;0.654784;0.613676;0.618789;0.331865
01.01.2016 15:00;0;0;0;0;0;0;0;0.705758;0.717466;0.656889;0.614945;0.618853;0.324523
01.01.2016 15:15;0;0;0;0;0;0;0;0.679403;0.703253;0.655518;0.615145;0.621936;0.28928
01.01.2016 15:30;0;0;0;0;0;0;0;0.653049;0.68904;0.654147;0.615346;0.625019;0.220999
01.01.2016 15:45;0;0;0;0;0;0;0;0.626694;0.674826;0.652776;0.615546;0.628102;0.185756
01.01.2016 16:00;0;0;0;0;0;0;0;0.60034;0.660613;0.651405;0.615747;0.631185;0.145374
01.01.2016 16:15;0;0;0;0;0;0;0;0.580986;0.63955;0.648935;0.614196;0.635254;0.200441
01.01.2016 16:30;0;0;0;0;0;0;0;0.561632;0.618486;0.646465;0.612646;0.639322;0.271659
01.01.2016 16:45;0;0;0;0;0;0;0;0.542279;0.597423;0.643996;0.611095;0.64339;0.281204
01.01.2016 17:00;0;0;0;0;0;0;0;0.522925;0.57636;0.641526;0.609544;0.647458;0.279736
01.01.2016 17:15;0;0;0;0;0;0;0;0.50065;0.576681;0.642223;0.608578;0.648404;0.155653
01.01.2016 17:30;0;0;0;0;0;0;0;0.478376;0.577001;0.642919;0.607611;0.64935;0.160059
01.01.2016 17:45;0;0;0;0;0;0;0;0.456102;0.577322;0.643616;0.606645;0.650296;0.179148
01.01.2016 18:00;0;0;0;0;0;0;0;0.433827;0.577643;0.644313;0.605678;0.651242;0.165198
01.01.2016 18:15;0;0;0;0;0;0;0;0.424413;0.569047;0.645429;0.606824;0.650783;0.154919
01.01.2016 18:30;0;0;0;0;0;0;0;0.414998;0.560451;0.646545;0.607969;0.650324;0.160059
01.01.2016 18:45;0;0;0;0;0;0;0;0.405584;0.551855;0.64766;0.609115;0.649866;0.150514
01.01.2016 19:00;0;0;0;0;0;0;0;0.396169;0.543259;0.648776;0.61026;0.649407;0.157122
01.01.2016 19:15;0;0;0;0;0;0;0;0.376761;0.539072;0.645384;0.608951;0.644083;0.157122
01.01.2016 19:30;0;0;0;0;0;0;0;0.357353;0.534884;0.641991;0.607642;0.63876;0.151982
01.01.2016 19:45;0;0;0;0;0;0;0;0.337945;0.530696;0.638598;0.606332;0.633436;0.151982
01.01.2016 20:00;0;0;0;0;0;0;0;0.318537;0.526508;0.635205;0.605023;0.628113;0.16373
01.01.2016 20:15;0;0;0;0;0;0;0;0.325452;0.492577;0.634361;0.604951;0.624533;0.160059
01.01.2016 20:30;0;0;0;0;0;0;0;0.332367;0.458646;0.633516;0.604879;0.620953;0.162261
01.01.2016 20:45;0;0;0;0;0;0;0;0.339282;0.424715;0.632672;0.604806;0.617373;0.165932
01.01.2016 21:00;0;0;0;0;0;0;0;0.346198;0.390784;0.631827;0.604734;0.613793;0.156388
01.01.2016 21:15;0;0;0;0;0;0;0;0.339211;0.375005;0.633729;0.610486;0.619386;0.260646
01.01.2016 21:30;0;0;0;0;0;0;0;0.332225;0.359226;0.63563;0.616237;0.62498;0.378855
01.01.2016 21:45;0;0;0;0;0;0;0;0.325238;0.343447;0.637532;0.621989;0.630573;0.376652
01.01.2016 22:00;0;0;0;0;0;0;0;0.318251;0.327668;0.639434;0.627741;0.636166;0.209985
01.01.2016 22:15;0;0;0;0;0;0;0;0.317703;0.332484;0.636533;0.635309;0.636721;0.160059
01.01.2016 22:30;0;0;0;0;0;0;0;0.317154;0.3373;0.633632;0.642877;0.637275;0.168135
01.01.2016 22:45;0;0;0;0;0;0;0;0.316606;0.342116;0.63073;0.650445;0.637829;0.18649
01.01.2016 23:00;0;0;0;0;0;0;0;0.316057;0.346932;0.627829;0.658013;0.638383;0.368576
01.01.2016 23:15;0;0;0;0;0;0;0;0.311289;0.35094;0.631601;0.668916;0.64323;0.489721
01.01.2016 23:30;0;0;0;0;0;0;0;0.30652;0.354947;0.635372;0.679818;0.648076;0.493392
01.01.2016 23:45;0;0;0;0;0;0;0;0.301751;0.358955;0.639144;0.690721;0.652923;0.421439
02.01.2016 00:00;0;0;0;0;0;0;0;0.296983;0.362962;0.642915;0.701624;0.65777;0.375918
02.01.2016 00:15;0;0;0;0;0;0;0;0.299156;0.367662;0.644032;0.706142;0.659493;0.373715
02.01.2016 00:30;0;0;0;0;0;0;0;0.301328;0.372363;0.645148;0.71066;0.661216;0.376652
02.01.2016 00:45;0;0;0;0;0;0;0;0.303501;0.377063;0.646264;0.715178;0.662939;0.373715
02.01.2016 01:00;0;0;0;0;0;0;0;0.305674;0.381763;0.647381;0.719696;0.664662;0.593979
02.01.2016 01:15;0;0;0;0;0;0;0;0.305829;0.385197;0.648994;0.720781;0.663774;0.591777
02.01.2016 01:30;0;0;0;0;0;0;0;0.305984;0.388632;0.650607;0.721866;0.662886;0.599119
02.01.2016 01:45;0;0;0;0;0;0;0;0.306139;0.392067;0.652221;0.722951;0.661998;0.597651
02.01.2016 02:00;0;0;0;0;0;0;0;0.306293;0.395501;0.653834;0.724035;0.66111;0.596182
02.01.2016 02:15;0;0;0;0;0;0;0;0.30299;0.387423;0.655258;0.719504;0.659662;0.594714
02.01.2016 02:30;0;0;0;0;0;0;0;0.299687;0.379345;0.656682;0.714973;0.658214;0.596916
02.01.2016 02:45;0;0;0;0;0;0;0;0.296384;0.371267;0.658106;0.710442;0.656767;0.596182
02.01.2016 03:00;0;0;0;0;0;0;0;0.293081;0.363189;0.65953;0.705911;0.655319;0.601322
02.01.2016 03:15;0;0;0;0;0;0;0;0.299754;0.336972;0.662322;0.700045;0.657018;0.592511
02.01.2016 03:30;0;0;0;0;0;0;0;0.306427;0.310754;0.665114;0.694179;0.658716;0.593245
02.01.2016 03:45;0;0;0;0;0;0;0;0.3131;0.284537;0.667906;0.688313;0.660415;0.58884
02.01.2016 04:00;0;0;0;0;0;0;0;0.319774;0.25832;0.670698;0.682447;0.662114;0.591043
02.01.2016 04:15;0;0;0;0;0;0;0;0.335606;0.259343;0.668348;0.674919;0.663628;0.361233
02.01.2016 04:30;0;0;0;0;0;0;0;0.351438;0.260366;0.665998;0.667391;0.665143;0.394273
02.01.2016 04:45;0;0;0;0;0;0;0;0.367271;0.26139;0.663648;0.659863;0.666657;0.414097
02.01.2016 05:00;0;0;0;0;0;0;0;0.383103;0.262413;0.661298;0.652335;0.668172;0.490455
02.01.2016 05:15;0;0;0;0;0;0;0;0.368186;0.27811;0.655084;0.644949;0.661073;0.335536
02.01.2016 05:30;0;0;0;0;0;0;0;0.35327;0.293807;0.648869;0.637562;0.653974;0.228341
02.01.2016 05:45;0;0;0;0;0;0;0;0.338353;0.309504;0.642654;0.630176;0.646876;0.230543
02.01.2016 06:00;0;0;0;0;0;0;0;0.323436;0.325201;0.636439;0.62279;0.639777;0.222467
02.01.2016 06:15;0;0;0;0;0;0;0;0.306509;0.317886;0.631954;0.61819;0.637677;0.230543
02.01.2016 06:30;0;0;0;0;0;0;0;0.289581;0.310571;0.627469;0.61359;0.635578;0.236417
02.01.2016 06:45;0;0;0;0;0;0;0;0.272654;0.303256;0.622984;0.60899;0.633478;0.368576
02.01.2016 07:00;0;0;0;0;0;0;0;0.255726;0.295941;0.6185;0.60439;0.631379;0.367107
02.01.2016 07:15;0;0;0;0;0;0;0;0.25047;0.288026;0.624958;0.607274;0.634163;0.370778
02.01.2016 07:30;0;0;0;0;0;0;0;0.245213;0.280112;0.631416;0.610157;0.636948;0.359031
02.01.2016 07:45;0;0;0;0;0;0;0;0.239956;0.272198;0.637874;0.613041;0.639732;0.262849
02.01.2016 08:00;0;0;0;0;0;0;0;0.234699;0.264283;0.644332;0.615924;0.642517;0.234949
02.01.2016 08:15;0;0;0;0.0204335;0.0267444;0;0;0.239473;0.271238;0.646625;0.618589;0.646653;0.258443
02.01.2016 08:30;0;0;0;0.0408669;0.0534889;0;0;0.244247;0.278193;0.648917;0.621253;0.65079;0.319383
02.01.2016 08:45;0;0;0;0.0613004;0.0802333;0;0;0.249022;0.285148;0.65121;0.623917;0.654926;0.299559
02.01.2016 09:00;0;0;0;0.0817338;0.106978;0;0;0.253796;0.292103;0.653503;0.626582;0.659063;0.24743
02.01.2016 09:15;0;0;0;0.0785537;0.099969;0;0.0136049;0.264076;0.297951;0.653926;0.628889;0.660143;0.256975
02.01.2016 09:30;0;0;0;0.0753735;0.0929602;0;0.0272099;0.274357;0.303799;0.65435;0.631197;0.661223;0.240088
02.01.2016 09:45;0;0;0;0.0721934;0.0859514;0;0.0408148;0.284637;0.309647;0.654774;0.633505;0.662302;0.234949
02.01.2016 10:00;0;0;0;0.0690133;0.0789426;0;0.0544198;0.294918;0.315495;0.655197;0.635813;0.663382;0.24743
02.01.2016 10:15;0;0;0;0.0679319;0.078013;0;0.0550869;0.289551;0.303836;0.660763;0.635146;0.65894;0.226872
02.01.2016 10:30;0;0;0;0.0668504;0.0770834;0;0.055754;0.284184;0.292177;0.666329;0.63448;0.654498;0.228341
02.01.2016 10:45;0;0;0;0.065769;0.0761539;0;0.0564211;0.278818;0.280519;0.671895;0.633814;0.650055;0.225404
02.01.2016 11:00;0;0;0;0.0646876;0.0752243;0;0.0570882;0.273451;0.26886;0.677461;0.633147;0.645613;0.181351
02.01.2016 11:15;0.0146176;0.0151786;0;0.0731705;0.0828057;0;0.0661082;0.261134;0.2588;0.674687;0.635721;0.643558;0.218796
02.01.2016 11:30;0.0292353;0.0303571;0;0.0816534;0.0903872;0;0.0751282;0.248816;0.24874;0.671912;0.638296;0.641502;0.573421
02.01.2016 11:45;0.0438529;0.0455357;0;0.0901362;0.0979686;0;0.0841482;0.236499;0.238681;0.669138;0.64087;0.639447;0.390602
02.01.2016 12:00;0.0584705;0.0607143;0;0.0986191;0.10555;0;0.0931682;0.224182;0.228621;0.666363;0.643444;0.637392;0.316446
02.01.2016 12:15;0.0438529;0.0455357;0;0.0965142;0.101805;0;0.0932636;0.218723;0.217453;0.671609;0.645681;0.644606;0.372981
02.01.2016 12:30;0.0292353;0.0303571;0;0.0944093;0.098059;0;0.093359;0.213265;0.206286;0.676854;0.647918;0.651819;0.365639
02.01.2016 12:45;0.0146176;0.0151786;0;0.0923043;0.0943134;0;0.0934543;0.207806;0.195119;0.682099;0.650154;0.659033;0.360499
02.01.2016 13:00;0;0;0;0.0901994;0.0905679;0;0.0935497;0.202348;0.183951;0.687344;0.652391;0.666247;0.367841
02.01.2016 13:15;0;0;0;0.0898243;0.090777;0;0.096856;0.184788;0.167281;0.690594;0.651187;0.669411;0.408223
02.01.2016 13:30;0;0;0;0.0894491;0.0909862;0;0.100162;0.167229;0.150612;0.693844;0.649983;0.672575;0.457416
02.01.2016 13:45;0;0;0;0.0890739;0.0911953;0;0.103469;0.149669;0.133942;0.697093;0.648778;0.675739;0.45815
02.01.2016 14:00;0;0;0;0.0886988;0.0914045;0;0.106775;0.13211;0.117272;0.700343;0.647574;0.678903;0.278267
02.01.2016 14:15;0;0;0;0.0665241;0.0685533;0;0.0800813;0.116731;0.101222;0.70618;0.652139;0.676128;0.287812
02.01.2016 14:30;0;0;0;0.0443494;0.0457022;0;0.0533875;0.101352;0.0851724;0.712017;0.656703;0.673352;0.36417
02.01.2016 14:45;0;0;0;0.0221747;0.0228511;0;0.0266938;0.0859733;0.0691227;0.717854;0.661268;0.670576;0.361233
02.01.2016 15:00;0;0;0;0;0;0;0;0.0705945;0.0530729;0.723691;0.665832;0.6678;0.338473
02.01.2016 15:15;0;0;0;0;0;0;0;0.0676799;0.0493154;0.721003;0.66589;0.667034;0.33627
02.01.2016 15:30;0;0;0;0;0;0;0;0.0647653;0.0455579;0.718315;0.665948;0.666269;0.287812
02.01.2016 15:45;0;0;0;0;0;0;0;0.0618507;0.0418004;0.715627;0.666005;0.665504;0.235683
02.01.2016 16:00;0;0;0;0;0;0;0;0.0589361;0.0380429;0.712939;0.666063;0.664739;0.236417
02.01.2016 16:15;0;0;0;0;0;0;0;0.0589721;0.0469147;0.713922;0.666219;0.669214;0.245228
02.01.2016 16:30;0;0;0;0;0;0;0;0.0590082;0.0557866;0.714905;0.666374;0.67369;0.251836
02.01.2016 16:45;0;0;0;0;0;0;0;0.0590443;0.0646584;0.715888;0.666529;0.678165;0.240088
02.01.2016 17:00;0;0;0;0;0;0;0;0.0590804;0.0735302;0.716871;0.666685;0.68264;0.23862
02.01.2016 17:15;0;0;0;0;0;0;0;0.0552766;0.0714803;0.718048;0.666131;0.687649;0.232746
02.01.2016 17:30;0;0;0;0;0;0;0;0.0514728;0.0694304;0.719225;0.665577;0.692659;0.301762
02.01.2016 17:45;0;0;0;0;0;0;0;0.047669;0.0673805;0.720401;0.665024;0.697668;0.333333
02.01.2016 18:00;0;0;0;0;0;0;0;0.0438652;0.0653306;0.721578;0.66447;0.702678;0.242291
02.01.2016 18:15;0;0;0;0;0;0;0;0.0440338;0.07659;0.723611;0.6641;0.705754;0.245962
02.01.2016 18:30;0;0;0;0;0;0;0;0.0442024;0.0878494;0.725644;0.663729;0.708831;0.236417
02.01.2016 18:45;0;0;0;0;0;0;0;0.044371;0.0991087;0.727677;0.663359;0.711908;0.232012
02.01.2016 19:00;0;0;0;0;0;0;0;0.0445397;0.110368;0.72971;0.662989;0.714984;0.222467
02.01.2016 19:15;0;0;0;0;0;0;0;0.0470229;0.104115;0.72207;0.657894;0.710955;0.245228
02.01.2016 19:30;0;0;0;0;0;0;0;0.0495061;0.0978617;0.714431;0.652799;0.706926;0.243025
02.01.2016 19:45;0;0;0;0;0;0;0;0.0519893;0.0916085;0.706791;0.647704;0.702897;0.217327
02.01.2016 20:00;0;0;0;0;0;0;0;0.0544725;0.0853552;0.699151;0.642609;0.698868;0.180617
02.01.2016 20:15;0;0;0;0;0;0;0;0.0542996;0.0789484;0.698501;0.640641;0.696463;0.185756
02.01.2016 20:30;0;0;0;0;0;0;0;0.0541267;0.0725415;0.697851;0.638672;0.694058;0.182819
02.01.2016 20:45;0;0;0;0;0;0;0;0.0539539;0.0661346;0.6972;0.636703;0.691653;0.183554
02.01.2016 21:00;0;0;0;0;0;0;0;0.053781;0.0597277;0.69655;0.634734;0.689247;0.198238
02.01.2016 21:15;0;0;0;0;0;0;0;0.0564039;0.0528347;0.698355;0.636604;0.692591;0.317181
02.01.2016 21:30;0;0;0;0;0;0;0;0.0590268;0.0459417;0.700159;0.638474;0.695935;0.321586
02.01.2016 21:45;0;0;0;0;0;0;0;0.0616498;0.0390487;0.701964;0.640344;0.699279;0.328928
02.01.2016 22:00;0;0;0;0;0;0;0;0.0642727;0.0321558;0.703768;0.642213;0.702623;0.489721
02.01.2016 22:15;0;0;0;0;0;0;0;0.0640133;0.0317269;0.706004;0.645492;0.704784;0.495595
02.01.2016 22:30;0;0;0;0;0;0;0;0.0637539;0.031298;0.70824;0.64877;0.706946;0.436858
02.01.2016 22:45;0;0;0;0;0;0;0;0.0634945;0.0308692;0.710476;0.652048;0.709107;0.361233
02.01.2016 23:00;0;0;0;0;0;0;0;0.0632351;0.0304403;0.712713;0.655326;0.711268;0.370044
02.01.2016 23:15;0;0;0;0;0;0;0;0.0611242;0.0341603;0.720747;0.656064;0.718206;0.377386
02.01.2016 23:30;0;0;0;0;0;0;0;0.0590132;0.0378802;0.728781;0.656802;0.725145;0.36417
02.01.2016 23:45;0;0;0;0;0;0;0;0.0569023;0.0416002;0.736816;0.65754;0.732083;0.368576
03.01.2016 00:00;0;0;0;0;0;0;0;0.0547913;0.0453202;0.74485;0.658279;0.739022;0.372247
03.01.2016 00:15;0;0;0;0;0;0;0;0.062219;0.0437571;0.747086;0.663039;0.743579;0.367841
03.01.2016 00:30;0;0;0;0;0;0;0;0.0696467;0.0421939;0.749321;0.667799;0.748137;0.375184
03.01.2016 00:45;0;0;0;0;0;0;0;0.0770743;0.0406307;0.751556;0.672559;0.752694;0.37812
03.01.2016 01:00;0;0;0;0;0;0;0;0.084502;0.0390676;0.753792;0.67732;0.757252;0.377386
03.01.2016 01:15;0;0;0;0;0;0;0;0.0848605;0.038346;0.758864;0.68361;0.756026;0.368576
03.01.2016 01:30;0;0;0;0;0;0;0;0.0852189;0.0376244;0.763936;0.6899;0.754801;0.371512
03.01.2016 01:45;0;0;0;0;0;0;0;0.0855773;0.0369029;0.769008;0.696191;0.753575;0.359765
03.01.2016 02:00;0;0;0;0;0;0;0;0.0859358;0.0361813;0.77408;0.702481;0.75235;0.367841
03.01.2016 02:15;0;0;0;0;0;0;0;0.0816044;0.0368087;0.771804;0.701614;0.754534;0.370778
03.01.2016 02:30;0;0;0;0;0;0;0;0.0772731;0.0374361;0.769528;0.700746;0.756718;0.375184
03.01.2016 02:45;0;0;0;0;0;0;0;0.0729417;0.0380635;0.767252;0.699879;0.758902;0.366373
03.01.2016 03:00;0;0;0;0;0;0;0;0.0686103;0.0386909;0.764976;0.699012;0.761085;0.370778
03.01.2016 03:15;0;0;0;0;0;0;0;0.0688582;0.0384236;0.767519;0.700067;0.763419;0.372247
03.01.2016 03:30;0;0;0;0;0;0;0;0.069106;0.0381563;0.770061;0.701122;0.765753;0.370044
03.01.2016 03:45;0;0;0;0;0;0;0;0.0693538;0.037889;0.772603;0.702177;0.768088;0.366373
03.01.2016 04:00;0;0;0;0;0;0;0;0.0696017;0.0376217;0.775145;0.703232;0.770422;0.375184
03.01.2016 04:15;0;0;0;0;0;0;0;0.0651632;0.0392512;0.773331;0.704801;0.771862;0.372247
03.01.2016 04:30;0;0;0;0;0;0;0;0.0607248;0.0408807;0.771516;0.706369;0.773302;0.397944
03.01.2016 04:45;0;0;0;0;0;0;0;0.0562863;0.0425102;0.769702;0.707937;0.774742;0.459618
03.01.2016 05:00;0;0;0;0;0;0;0;0.0518479;0.0441397;0.767887;0.709505;0.776182;0.529369
03.01.2016 05:15;0;0;0;0;0;0;0;0.0537272;0.0449173;0.762936;0.711427;0.782275;0.502203
03.01.2016 05:30;0;0;0;0;0;0;0;0.0556064;0.045695;0.757984;0.713348;0.788367;0.395007
03.01.2016 05:45;0;0;0;0;0;0;0;0.0574857;0.0464726;0.753033;0.71527;0.79446;0.231278
03.01.2016 06:00;0;0;0;0;0;0;0;0.059365;0.0472503;0.748081;0.717191;0.800552;0.225404
03.01.2016 06:15;0;0;0;0;0;0;0;0.0614207;0.0486563;0.747353;0.715703;0.797331;0.227606
03.01.2016 06:30;0;0;0;0;0;0;0;0.0634764;0.0500624;0.746624;0.714215;0.79411;0.225404
03.01.2016 06:45;0;0;0;0;0;0;0;0.0655322;0.0514684;0.745896;0.712727;0.790888;0.237151
03.01.2016 07:00;0;0;0;0;0;0;0;0.0675879;0.0528745;0.745167;0.711239;0.787667;0.235683
03.01.2016 07:15;0.0150444;0;0.0143421;0;0;0;0;0.0688685;0.0634391;0.737321;0.706715;0.780806;0.215125
03.01.2016 07:30;0.0300887;0;0.0286841;0;0;0;0;0.0701491;0.0740036;0.729475;0.70219;0.773944;0.226872
03.01.2016 07:45;0.0451331;0;0.0430262;0;0;0;0;0.0714297;0.0845682;0.721628;0.697666;0.767082;0.334802
03.01.2016 08:00;0.0601774;0;0.0573682;0;0;0;0;0.0727103;0.0951328;0.713782;0.693142;0.760221;0.41116
03.01.2016 08:15;0.078112;0.0296503;0.0732399;0.0235731;0.0233198;0;0.0141378;0.0756506;0.100019;0.705976;0.693836;0.757979;0.35536
03.01.2016 08:30;0.0960466;0.0593006;0.0891115;0.0471462;0.0466396;0;0.0282756;0.078591;0.104904;0.698169;0.69453;0.755737;0.28928
03.01.2016 08:45;0.113981;0.0889509;0.104983;0.0707193;0.0699594;0;0.0424135;0.0815314;0.10979;0.690363;0.695224;0.753495;0.248899
03.01.2016 09:00;0.131916;0.118601;0.120855;0.0942924;0.0932792;0;0.0565513;0.0844717;0.114676;0.682556;0.695918;0.751254;0.243025
03.01.2016 09:15;0.125839;0.114467;0.110943;0.0877457;0.085117;0;0.0559092;0.0883867;0.118745;0.675452;0.698983;0.748311;0.301028
03.01.2016 09:30;0.119761;0.110333;0.101031;0.081199;0.0769548;0;0.0552672;0.0923016;0.122813;0.668348;0.702047;0.745368;0.372981
03.01.2016 09:45;0.113684;0.106198;0.0911192;0.0746523;0.0687926;0;0.0546251;0.0962166;0.126882;0.661244;0.705111;0.742426;0.370044
03.01.2016 10:00;0.107607;0.102064;0.0812074;0.0681057;0.0606304;0;0.0539831;0.100132;0.130951;0.654139;0.708176;0.739483;0.36931
03.01.2016 10:15;0.101393;0.097786;0.0750677;0.0510792;0.0454728;0;0.0404873;0.10572;0.143229;0.650912;0.71126;0.735044;0.348752
03.01.2016 10:30;0.0951779;0.0935078;0.068928;0.0340528;0.0303152;0;0.0269915;0.111309;0.155506;0.647684;0.714344;0.730605;0.229809
03.01.2016 10:45;0.0889633;0.0892296;0.0627883;0.0170264;0.0151576;0;0.0134958;0.116898;0.167784;0.644456;0.717429;0.726166;0.232012
03.01.2016 11:00;0.0827487;0.0849513;0.0566487;0;0;0;0;0.122487;0.180062;0.641229;0.720513;0.721727;0.621145
03.01.2016 11:15;0.0620615;0.0637135;0.0424865;0;0;0;0;0.138326;0.185878;0.644529;0.724231;0.723423;0.349486
