id;x;y;subnet;voltLvl
coord_209;11.4057;53.6431;LV1.115;7
coord_210;11.4036;53.6551;LV1.116;7
coord_211;11.4029;53.6551;LV1.116;7
coord_212;11.4011;53.6535;LV1.116;7
coord_213;11.4024;53.6556;LV1.116;7
coord_214;11.4019;53.6531;LV1.116;7
coord_215;11.4019;53.6536;LV1.116;7
coord_216;11.4019;53.6551;LV1.116;7
coord_217;11.4012;53.6551;LV1.116;7
coord_218;11.4029;53.6546;LV1.116;7
coord_219;11.4011;53.6541;LV1.116;7
coord_220;11.4012;53.6546;LV1.116;7
coord_221;11.4019;53.6546;LV1.116;7
coord_222;11.4029;53.6541;LV1.116;7
coord_223;11.4019;53.6541;LV1.116;7
coord_224;11.4089;53.6587;LV1.117;7
coord_225;11.4082;53.6587;LV1.117;7
coord_226;11.4064;53.6572;LV1.117;7
coord_227;11.4077;53.6592;LV1.117;7
coord_228;11.4072;53.6567;LV1.117;7
coord_229;11.4072;53.6572;LV1.117;7
coord_230;11.4073;53.6587;LV1.117;7
coord_231;11.4065;53.6587;LV1.117;7
coord_232;11.4082;53.6582;LV1.117;7
coord_233;11.4064;53.6577;LV1.117;7
coord_234;11.4065;53.6582;LV1.117;7
coord_235;11.4072;53.6582;LV1.117;7
coord_236;11.4082;53.6577;LV1.117;7
coord_237;11.4072;53.6577;LV1.117;7
coord_238;11.4106;53.6564;LV1.118;7
coord_239;11.4099;53.6564;LV1.118;7
coord_240;11.4081;53.6548;LV1.118;7
coord_241;11.4094;53.6569;LV1.118;7
coord_242;11.4089;53.6543;LV1.118;7
coord_243;11.4089;53.6548;LV1.118;7
coord_244;11.409;53.6564;LV1.118;7
coord_245;11.4082;53.6563;LV1.118;7
coord_246;11.4099;53.6559;LV1.118;7
coord_247;11.4081;53.6553;LV1.118;7
coord_248;11.4082;53.6558;LV1.118;7
coord_249;11.4089;53.6559;LV1.118;7
coord_250;11.4099;53.6554;LV1.118;7
coord_251;11.4089;53.6554;LV1.118;7
coord_252;11.4108;53.6556;LV1.119;7
coord_253;11.41;53.6556;LV1.119;7
coord_254;11.4082;53.654;LV1.119;7
coord_255;11.4095;53.6561;LV1.119;7
coord_256;11.4091;53.6535;LV1.119;7
coord_257;11.409;53.654;LV1.119;7
coord_258;11.4091;53.6556;LV1.119;7
coord_259;11.4083;53.6555;LV1.119;7
coord_260;11.41;53.6551;LV1.119;7
coord_261;11.4083;53.6545;LV1.119;7
coord_262;11.4083;53.655;LV1.119;7
coord_263;11.409;53.6551;LV1.119;7
coord_264;11.4101;53.6546;LV1.119;7
coord_265;11.409;53.6546;LV1.119;7
coord_266;11.4108;53.6542;LV1.120;7
coord_267;11.41;53.6542;LV1.120;7
coord_268;11.4082;53.6527;LV1.120;7
coord_269;11.4095;53.6547;LV1.120;7
coord_270;11.409;53.6522;LV1.120;7
coord_271;11.409;53.6527;LV1.120;7
coord_272;11.4091;53.6542;LV1.120;7
coord_273;11.4083;53.6542;LV1.120;7
coord_274;11.41;53.6537;LV1.120;7
coord_275;11.4083;53.6532;LV1.120;7
coord_276;11.4083;53.6537;LV1.120;7
coord_277;11.409;53.6538;LV1.120;7
coord_278;11.4101;53.6532;LV1.120;7
coord_279;11.409;53.6532;LV1.120;7
coord_280;11.4077;53.6406;LV1.121;7
coord_281;11.407;53.6406;LV1.121;7
coord_282;11.4052;53.6391;LV1.121;7
coord_283;11.4065;53.6411;LV1.121;7
coord_284;11.406;53.6386;LV1.121;7
coord_285;11.406;53.6391;LV1.121;7
coord_286;11.406;53.6406;LV1.121;7
coord_287;11.4053;53.6406;LV1.121;7
coord_288;11.407;53.6401;LV1.121;7
coord_289;11.4052;53.6396;LV1.121;7
coord_290;11.4053;53.6401;LV1.121;7
coord_291;11.406;53.6402;LV1.121;7
coord_292;11.407;53.6396;LV1.121;7
coord_293;11.406;53.6396;LV1.121;7
coord_294;11.3886;53.6373;LV1.122;7
coord_295;11.3878;53.6373;LV1.122;7
coord_296;11.386;53.6357;LV1.122;7
coord_297;11.3873;53.6378;LV1.122;7
coord_298;11.3868;53.6352;LV1.122;7
coord_299;11.3868;53.6357;LV1.122;7
coord_300;11.3869;53.6373;LV1.122;7
coord_301;11.3861;53.6372;LV1.122;7
coord_302;11.3878;53.6368;LV1.122;7
coord_303;11.386;53.6362;LV1.122;7
coord_304;11.3861;53.6367;LV1.122;7
coord_305;11.3868;53.6368;LV1.122;7
coord_306;11.3878;53.6363;LV1.122;7
coord_307;11.3868;53.6363;LV1.122;7
coord_308;11.3879;53.6341;LV1.123;7
coord_309;11.3871;53.6341;LV1.123;7
coord_310;11.3854;53.6326;LV1.123;7
coord_311;11.3866;53.6346;LV1.123;7
coord_312;11.3862;53.6321;LV1.123;7
coord_313;11.3862;53.6326;LV1.123;7
coord_314;11.3862;53.6341;LV1.123;7
coord_315;11.3854;53.6341;LV1.123;7
coord_316;11.3871;53.6336;LV1.123;7
coord_317;11.3854;53.6331;LV1.123;7
coord_318;11.3854;53.6336;LV1.123;7
coord_319;11.3862;53.6336;LV1.123;7
coord_320;11.3872;53.6331;LV1.123;7
coord_321;11.3862;53.6331;LV1.123;7
coord_322;11.3931;53.6281;LV1.124;7
coord_323;11.3923;53.6281;LV1.124;7
coord_324;11.3906;53.6266;LV1.124;7
coord_325;11.3918;53.6287;LV1.124;7
coord_326;11.3914;53.6261;LV1.124;7
coord_327;11.3914;53.6266;LV1.124;7
coord_328;11.3914;53.6281;LV1.124;7
coord_329;11.3906;53.6281;LV1.124;7
coord_330;11.3923;53.6276;LV1.124;7
coord_331;11.3906;53.6271;LV1.124;7
coord_332;11.3906;53.6276;LV1.124;7
coord_333;11.3914;53.6277;LV1.124;7
coord_334;11.3924;53.6271;LV1.124;7
coord_335;11.3914;53.6271;LV1.124;7
coord_336;11.3912;53.6263;LV1.125;7
coord_337;11.3905;53.6263;LV1.125;7
coord_338;11.3887;53.6247;LV1.125;7
coord_339;11.39;53.6268;LV1.125;7
coord_340;11.3895;53.6242;LV1.125;7
coord_341;11.3895;53.6247;LV1.125;7
coord_342;11.3896;53.6263;LV1.125;7
coord_343;11.3888;53.6262;LV1.125;7
coord_344;11.3905;53.6258;LV1.125;7
coord_345;11.3887;53.6252;LV1.125;7
coord_346;11.3888;53.6257;LV1.125;7
coord_347;11.3895;53.6258;LV1.125;7
coord_348;11.3905;53.6253;LV1.125;7
coord_349;11.3895;53.6253;LV1.125;7
coord_350;11.3928;53.6448;LV1.126;7
coord_351;11.392;53.6448;LV1.126;7
coord_352;11.3903;53.6432;LV1.126;7
coord_353;11.3915;53.6453;LV1.126;7
coord_354;11.3911;53.6428;LV1.126;7
coord_355;11.3911;53.6433;LV1.126;7
coord_356;11.3911;53.6448;LV1.126;7
coord_357;11.3903;53.6448;LV1.126;7
coord_358;11.392;53.6443;LV1.126;7
coord_359;11.3903;53.6438;LV1.126;7
coord_360;11.3903;53.6443;LV1.126;7
coord_361;11.3911;53.6443;LV1.126;7
coord_362;11.3921;53.6438;LV1.126;7
coord_363;11.391;53.6438;LV1.126;7
coord_364;11.4164;53.6269;LV1.127;7
coord_365;11.4156;53.6269;LV1.127;7
coord_366;11.4139;53.6253;LV1.127;7
coord_367;11.4151;53.6274;LV1.127;7
coord_368;11.4147;53.6248;LV1.127;7
coord_369;11.4147;53.6254;LV1.127;7
coord_370;11.4147;53.6269;LV1.127;7
coord_371;11.4139;53.6269;LV1.127;7
coord_372;11.4156;53.6264;LV1.127;7
coord_373;11.4139;53.6258;LV1.127;7
coord_374;11.4139;53.6263;LV1.127;7
coord_375;11.4147;53.6264;LV1.127;7
coord_376;11.4157;53.6259;LV1.127;7
coord_377;11.4146;53.6259;LV1.127;7
coord_378;11.415;53.6285;LV1.128;7
coord_379;11.4142;53.6285;LV1.128;7
coord_380;11.4125;53.6269;LV1.128;7
coord_381;11.4137;53.629;LV1.128;7
coord_382;11.4133;53.6264;LV1.128;7
coord_383;11.4133;53.627;LV1.128;7
coord_384;11.4133;53.6285;LV1.128;7
coord_385;11.4125;53.6285;LV1.128;7
coord_386;11.4142;53.628;LV1.128;7
coord_387;11.4125;53.6274;LV1.128;7
coord_388;11.4125;53.6279;LV1.128;7
coord_389;11.4133;53.628;LV1.128;7
coord_390;11.4143;53.6275;LV1.128;7
coord_391;11.4132;53.6275;LV1.128;7
coord_392;11.4127;53.6316;LV1.129;7
coord_393;11.4119;53.6316;LV1.129;7
coord_394;11.4102;53.6301;LV1.129;7
coord_395;11.4115;53.6322;LV1.129;7
coord_396;11.411;53.6296;LV1.129;7
coord_397;11.411;53.6301;LV1.129;7
coord_398;11.411;53.6316;LV1.129;7
coord_399;11.4103;53.6316;LV1.129;7
coord_400;11.4119;53.6311;LV1.129;7
coord_401;11.4102;53.6306;LV1.129;7
coord_402;11.4103;53.6311;LV1.129;7
coord_403;11.411;53.6312;LV1.129;7
coord_404;11.412;53.6306;LV1.129;7
coord_405;11.411;53.6306;LV1.129;7
coord_406;11.4146;53.6375;LV1.130;7
coord_407;11.4138;53.6375;LV1.130;7
coord_408;11.4121;53.636;LV1.130;7
coord_409;11.4134;53.638;LV1.130;7
coord_410;11.4129;53.6355;LV1.130;7
coord_411;11.4129;53.636;LV1.130;7
coord_412;11.4129;53.6375;LV1.130;7
coord_413;11.4122;53.6375;LV1.130;7
coord_414;11.4138;53.637;LV1.130;7
coord_415;11.4121;53.6365;LV1.130;7
coord_416;11.4122;53.637;LV1.130;7
coord_417;11.4129;53.637;LV1.130;7
coord_418;11.4139;53.6365;LV1.130;7
coord_419;11.4129;53.6365;LV1.130;7
coord_420;11.4174;53.6366;LV1.131;7
coord_421;11.4166;53.6366;LV1.131;7
coord_422;11.4149;53.6351;LV1.131;7
coord_423;11.4161;53.6371;LV1.131;7
coord_424;11.4157;53.6346;LV1.131;7
coord_425;11.4157;53.6351;LV1.131;7
coord_426;11.4157;53.6366;LV1.131;7
coord_427;11.4149;53.6366;LV1.131;7
coord_428;11.4166;53.6361;LV1.131;7
coord_429;11.4149;53.6356;LV1.131;7
coord_430;11.4149;53.6361;LV1.131;7
coord_431;11.4157;53.6362;LV1.131;7
coord_432;11.4167;53.6356;LV1.131;7
coord_433;11.4157;53.6356;LV1.131;7
coord_434;11.4222;53.6357;LV1.132;7
coord_435;11.4214;53.6357;LV1.132;7
coord_436;11.4196;53.6342;LV1.132;7
coord_437;11.4209;53.6363;LV1.132;7
coord_438;11.4204;53.6337;LV1.132;7
coord_439;11.4204;53.6342;LV1.132;7
coord_440;11.4205;53.6357;LV1.132;7
coord_441;11.4197;53.6357;LV1.132;7
coord_442;11.4214;53.6352;LV1.132;7
coord_443;11.4196;53.6347;LV1.132;7
coord_444;11.4197;53.6352;LV1.132;7
coord_445;11.4204;53.6353;LV1.132;7
coord_446;11.4214;53.6347;LV1.132;7
coord_447;11.4204;53.6347;LV1.132;7
coord_448;11.4245;53.6356;LV1.133;7
coord_449;11.4238;53.6357;LV1.133;7
coord_450;11.422;53.6341;LV1.133;7
coord_451;11.4233;53.6362;LV1.133;7
coord_452;11.4228;53.6336;LV1.133;7
coord_453;11.4228;53.6341;LV1.133;7
coord_454;11.4228;53.6357;LV1.133;7
coord_455;11.4221;53.6356;LV1.133;7
coord_456;11.4238;53.6352;LV1.133;7
coord_457;11.422;53.6346;LV1.133;7
coord_458;11.4221;53.6351;LV1.133;7
coord_459;11.4228;53.6352;LV1.133;7
coord_460;11.4238;53.6346;LV1.133;7
coord_461;11.4228;53.6346;LV1.133;7
coord_462;11.4302;53.6392;LV1.134;7
coord_463;11.4295;53.6392;LV1.134;7
coord_464;11.4277;53.6377;LV1.134;7
coord_465;11.429;53.6397;LV1.134;7
coord_466;11.4285;53.6372;LV1.134;7
coord_467;11.4285;53.6377;LV1.134;7
coord_468;11.4286;53.6392;LV1.134;7
coord_469;11.4278;53.6392;LV1.134;7
coord_470;11.4295;53.6387;LV1.134;7
coord_471;11.4277;53.6382;LV1.134;7
coord_472;11.4278;53.6387;LV1.134;7
coord_473;11.4285;53.6388;LV1.134;7
coord_474;11.4295;53.6382;LV1.134;7
coord_475;11.4285;53.6382;LV1.134;7
coord_476;11.4303;53.6411;LV1.135;7
coord_477;11.4295;53.6411;LV1.135;7
coord_478;11.4278;53.6396;LV1.135;7
coord_479;11.429;53.6416;LV1.135;7
coord_480;11.4286;53.6391;LV1.135;7
coord_481;11.4286;53.6396;LV1.135;7
coord_482;11.4286;53.6411;LV1.135;7
coord_483;11.4278;53.6411;LV1.135;7
coord_484;11.4295;53.6406;LV1.135;7
coord_485;11.4278;53.6401;LV1.135;7
coord_486;11.4278;53.6406;LV1.135;7
coord_487;11.4286;53.6406;LV1.135;7
coord_488;11.4296;53.6401;LV1.135;7
coord_489;11.4286;53.6401;LV1.135;7
coord_490;11.4283;53.643;LV1.136;7
coord_491;11.4276;53.643;LV1.136;7
coord_492;11.4258;53.6414;LV1.136;7
coord_493;11.4271;53.6435;LV1.136;7
coord_494;11.4266;53.6409;LV1.136;7
coord_495;11.4266;53.6414;LV1.136;7
coord_496;11.4267;53.643;LV1.136;7
coord_497;11.4259;53.6429;LV1.136;7
coord_498;11.4276;53.6425;LV1.136;7
coord_499;11.4258;53.6419;LV1.136;7
coord_500;11.4259;53.6424;LV1.136;7
coord_501;11.4266;53.6425;LV1.136;7
coord_502;11.4276;53.642;LV1.136;7
coord_503;11.4266;53.642;LV1.136;7
coord_504;11.414;53.6434;LV2.101;7
coord_505;11.4143;53.635;LV2.101;7
coord_506;11.411;53.6444;LV2.101;7
coord_507;11.4139;53.6443;LV2.101;7
coord_508;11.411;53.6469;LV2.101;7
coord_509;11.4139;53.6452;LV2.101;7
coord_510;11.4139;53.648;LV2.101;7
coord_511;11.411;53.6464;LV2.101;7
coord_512;11.4092;53.6441;LV2.101;7
coord_513;11.4092;53.6459;LV2.101;7
coord_514;11.4139;53.6416;LV2.101;7
coord_515;11.414;53.6447;LV2.101;7
coord_516;11.4097;53.6504;LV2.101;7
coord_517;11.414;53.6399;LV2.101;7
coord_518;11.4124;53.644;LV2.101;7
coord_519;11.41;53.6459;LV2.101;7
coord_520;11.411;53.6474;LV2.101;7
coord_521;11.4139;53.6456;LV2.101;7
coord_522;11.4097;53.6479;LV2.101;7
coord_523;11.4124;53.6475;LV2.101;7
coord_524;11.4139;53.6394;LV2.101;7
coord_525;11.411;53.6454;LV2.101;7
coord_526;11.4096;53.6469;LV2.101;7
coord_527;11.411;53.6449;LV2.101;7
coord_528;11.4143;53.6362;LV2.101;7
coord_529;11.4092;53.645;LV2.101;7
coord_530;11.4125;53.6431;LV2.101;7
coord_531;11.4139;53.6438;LV2.101;7
coord_532;11.4139;53.6425;LV2.101;7
coord_533;11.4139;53.639;LV2.101;7
coord_534;11.4139;53.6386;LV2.101;7
coord_535;11.411;53.644;LV2.101;7
coord_536;11.41;53.6464;LV2.101;7
coord_537;11.414;53.6412;LV2.101;7
coord_538;11.411;53.6504;LV2.101;7
coord_539;11.4139;53.6475;LV2.101;7
coord_540;11.4139;53.647;LV2.101;7
coord_541;11.4125;53.648;LV2.101;7
coord_542;11.4124;53.6454;LV2.101;7
coord_543;11.4135;53.6358;LV2.101;7
coord_544;11.4124;53.6485;LV2.101;7
coord_545;11.414;53.6466;LV2.101;7
coord_546;11.4143;53.6374;LV2.101;7
coord_547;11.4139;53.6408;LV2.101;7
coord_548;11.411;53.6489;LV2.101;7
coord_549;11.4124;53.647;LV2.101;7
coord_550;11.411;53.6484;LV2.101;7
coord_551;11.4136;53.6361;LV2.101;7
coord_552;11.4097;53.6484;LV2.101;7
coord_553;11.4111;53.6494;LV2.101;7
coord_554;11.4093;53.6424;LV2.101;7
coord_555;11.411;53.6479;LV2.101;7
coord_556;11.4139;53.65;LV2.101;7
coord_557;11.4098;53.6494;LV2.101;7
coord_558;11.4136;53.6354;LV2.101;7
coord_559;11.4136;53.6374;LV2.101;7
coord_560;11.4124;53.65;LV2.101;7
coord_561;11.4124;53.6494;LV2.101;7
coord_562;11.4092;53.6419;LV2.101;7
coord_563;11.4135;53.637;LV2.101;7
coord_564;11.4139;53.6461;LV2.101;7
coord_565;11.4139;53.6495;LV2.101;7
coord_566;11.4118;53.651;LV2.101;7
coord_567;11.4143;53.6358;LV2.101;7
coord_568;11.4092;53.6433;LV2.101;7
coord_569;11.4143;53.6347;LV2.101;7
coord_570;11.4139;53.649;LV2.101;7
coord_571;11.4143;53.637;LV2.101;7
coord_572;11.4098;53.6474;LV2.101;7
coord_573;11.41;53.6454;LV2.101;7
coord_574;11.4139;53.6403;LV2.101;7
coord_575;11.4139;53.6421;LV2.101;7
coord_576;11.4092;53.6454;LV2.101;7
coord_577;11.4139;53.6505;LV2.101;7
coord_578;11.4092;53.6464;LV2.101;7
coord_579;11.4139;53.6378;LV2.101;7
coord_580;11.4092;53.6428;LV2.101;7
coord_581;11.4124;53.6489;LV2.101;7
coord_582;11.4097;53.6489;LV2.101;7
coord_583;11.4144;53.6365;LV2.101;7
coord_584;11.4139;53.6381;LV2.101;7
coord_585;11.4124;53.6465;LV2.101;7
coord_586;11.414;53.6429;LV2.101;7
coord_587;11.4143;53.6354;LV2.101;7
coord_588;11.4092;53.6446;LV2.101;7
coord_589;11.4136;53.6365;LV2.101;7
coord_590;11.4092;53.6437;LV2.101;7
coord_591;11.411;53.65;LV2.101;7
coord_592;11.4124;53.6445;LV2.101;7
coord_593;11.4097;53.6499;LV2.101;7
coord_594;11.4124;53.6505;LV2.101;7
coord_595;11.4124;53.6436;LV2.101;7
coord_596;11.4139;53.6485;LV2.101;7
coord_597;11.4124;53.645;LV2.101;7
coord_598;11.411;53.6459;LV2.101;7
coord_599;11.4124;53.646;LV2.101;7
coord_600;11.4139;53.6438;LV2.102;7
coord_601;11.4141;53.6355;LV2.102;7
coord_602;11.4108;53.6449;LV2.102;7
coord_603;11.4138;53.6447;LV2.102;7
coord_604;11.4108;53.6474;LV2.102;7
coord_605;11.4138;53.6456;LV2.102;7
coord_606;11.4137;53.6485;LV2.102;7
coord_607;11.4108;53.6469;LV2.102;7
coord_608;11.4091;53.6446;LV2.102;7
coord_609;11.4091;53.6464;LV2.102;7
coord_610;11.4137;53.6421;LV2.102;7
coord_611;11.4138;53.6452;LV2.102;7
coord_612;11.4096;53.6509;LV2.102;7
